"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.519448604E1,-2.000000030E-1,1.932000041E0,-1.879999936E-1,1.951401588E0
4.519925681E1,-2.160000056E-1,1.958999991E0,-2.090000063E-1,1.981922797E0
4.520402750E1,-2.080000043E-1,2.000000000E0,-2.039999962E-1,2.021108607E0
4.520879803E1,-1.819999963E-1,2.000000000E0,-1.959999949E-1,2.017805738E0
4.521356872E1,-1.840000004E-1,2.013000011E0,-2.029999942E-1,2.031559510E0
4.521833949E1,-2.000000030E-1,2.053999901E0,-2.090000063E-1,2.074270136E0
4.522311001E1,-1.930000037E-1,2.068000078E0,-2.169999927E-1,2.088291723E0
4.522788078E1,-2.210000008E-1,2.068000078E0,-2.220000029E-1,2.091590143E0
4.523265147E1,-2.090000063E-1,2.053999901E0,-2.269999981E-1,2.077047326E0
4.523742201E1,-2.249999940E-1,2.039999962E0,-2.189999968E-1,2.064021764E0
4.524219278E1,-1.899999976E-1,2.068000078E0,-2.259999961E-1,2.088971115E0
4.524696347E1,-2.039999962E-1,2.039999962E0,-2.300000042E-1,2.063035590E0
4.525173401E1,-2.060000002E-1,2.026000023E0,-2.349999994E-1,2.049960266E0
4.525650478E1,-1.940000057E-1,1.985000014E0,-2.259999961E-1,2.007221228E0
4.526127547E1,-1.860000044E-1,1.958999991E0,-2.060000002E-1,1.978563360E0
4.526604616E1,-1.729999930E-1,1.945000052E0,-2.099999934E-1,1.963938441E0
4.527081662E1,-1.879999936E-1,1.904000044E0,-2.140000015E-1,1.925189904E0
4.527558739E1,-1.899999976E-1,1.876000047E0,-2.179999948E-1,1.898157046E0
4.528035793E1,-1.689999998E-1,1.835999966E0,-1.990000010E-1,1.854469702E0
4.528512870E1,-1.829999983E-1,1.822000027E0,-2.020000070E-1,1.842274979E0
4.528989939E1,-1.710000038E-1,1.766999960E0,-1.930000037E-1,1.785715224E0
4.529467016E1,-1.729999930E-1,1.725999951E0,-1.829999983E-1,1.744274585E0
4.529944070E1,-1.410000026E-1,1.672000051E0,-1.780000031E-1,1.687349748E0
4.530421139E1,-1.420000046E-1,1.603999972E0,-1.679999977E-1,1.619013253E0
4.530898192E1,-1.430000067E-1,1.562999964E0,-1.860000044E-1,1.580510642E0
4.531375261E1,-1.449999958E-1,1.521999955E0,-1.909999996E-1,1.540775734E0
4.531852338E1,-1.280000061E-1,1.453999996E0,-1.729999930E-1,1.469839783E0
4.532329393E1,-1.289999932E-1,1.386000037E0,-1.630000025E-1,1.401501374E0
4.532806470E1,-1.180000007E-1,1.343999982E0,-1.539999992E-1,1.357930761E0
4.533283539E1,-1.199999973E-1,1.261999965E0,-1.870000064E-1,1.281410517E0
4.533760594E1,-1.289999932E-1,1.195000052E0,-1.819999963E-1,1.215643913E0
4.534237671E1,-1.180000007E-1,1.139999986E0,-1.589999944E-1,1.157067399E0
4.534714740E1,-1.199999973E-1,1.057999969E0,-1.640000045E-1,1.077339285E0
4.535191794E1,-1.230000034E-1,9.760000110E-1,-1.700000018E-1,9.983010682E-1
4.535668871E1,-8.200000226E-2,8.809999824E-1,-1.790000051E-1,9.027325025E-1
4.536145940E1,-9.899999946E-2,8.119999766E-1,-1.829999983E-1,8.382326415E-1
4.536622995E1,-1.159999967E-1,7.300000191E-1,-1.889999956E-1,7.629397259E-1
4.537100064E1,-1.330000013E-1,6.750000119E-1,-1.959999949E-1,7.153530698E-1
4.537577141E1,-1.169999987E-1,5.669999719E-1,-1.899999976E-1,6.093258298E-1
4.538054193E1,-1.070000008E-1,4.839999974E-1,-1.949999928E-1,5.326631157E-1
4.538531270E1,-1.250000000E-1,4.020000100E-1,-1.879999936E-1,4.610564018E-1
4.539008339E1,-1.019999981E-1,3.199999928E-1,-2.080000043E-1,3.950544226E-1
4.539485393E1,-1.000000015E-1,2.109999955E-1,-1.759999990E-1,2.923986971E-1
4.539962470E1,-1.049999967E-1,1.159999967E-1,-1.949999928E-1,2.500119912E-1
4.540439539E1,-1.099999994E-1,3.299999982E-2,-1.889999956E-1,2.211560494E-1
4.540916595E1,-1.150000021E-1,-3.400000185E-2,-2.230000049E-1,2.531995316E-1
4.541393671E1,-1.000000015E-1,-1.289999932E-1,-2.150000036E-1,2.699370298E-1
4.541870741E1,-1.049999967E-1,-2.249999940E-1,-2.210000008E-1,3.324018607E-1
4.542347793E1,-9.799999744E-2,-3.210000098E-1,-2.140000015E-1,3.980464878E-1
4.542824870E1,-1.309999973E-1,-3.899999857E-1,-2.220000029E-1,4.674879564E-1
4.543301939E1,-1.280000061E-1,-4.979999959E-1,-2.259999961E-1,5.616618162E-1
4.543778993E1,-1.199999973E-1,-5.669999719E-1,-2.319999933E-1,6.242699451E-1
4.544256070E1,-1.270000041E-1,-6.629999876E-1,-2.389999926E-1,7.161138045E-1
4.544733139E1,-1.480000019E-1,-7.319999933E-1,-2.460000068E-1,7.862849319E-1
4.545210193E1,-1.299999952E-1,-8.399999738E-1,-2.360000014E-1,8.821541562E-1
4.545687270E1,-1.630000025E-1,-9.089999795E-1,-2.409999967E-1,9.544270333E-1
4.546164339E1,-1.570000052E-1,-1.004999995E0,-2.479999959E-1,1.046985191E0
4.546641393E1,-1.770000011E-1,-1.087000012E0,-2.549999952E-1,1.130452575E0
4.547118470E1,-1.710000038E-1,-1.167999983E0,-2.430000007E-1,1.205202872E0
4.547595539E1,-1.759999990E-1,-1.250000000E0,-2.619999945E-1,1.289232328E0
4.548072593E1,-1.829999983E-1,-1.332000017E0,-2.680000067E-1,1.370962089E0
4.548549670E1,-1.759999990E-1,-1.388000011E0,-2.739999890E-1,1.425691420E0
4.549026739E1,-1.940000057E-1,-1.481999993E0,-2.610000074E-1,1.517261015E0
4.549503824E1,-1.990000010E-1,-1.536999941E0,-2.649999857E-1,1.572321472E0
4.549980878E1,-2.049999982E-1,-1.618999958E0,-2.709999979E-1,1.654275328E0
4.550457947E1,-2.249999940E-1,-1.687999964E0,-2.759999931E-1,1.725150681E0
4.550935024E1,-2.129999995E-1,-1.768000007E0,-2.619999945E-1,1.799954727E0
4.551412078E1,-2.029999942E-1,-1.822999954E0,-2.380000055E-1,1.849643704E0
4.551889147E1,-2.210000008E-1,-1.878000021E0,-2.430000007E-1,1.906508348E0
4.552366200E1,-2.119999975E-1,-1.932999969E0,-2.479999959E-1,1.960341010E0
4.552843277E1,-1.870000064E-1,-1.985999942E0,-2.469999939E-1,2.010018350E0
4.553320347E1,-1.759999990E-1,-2.053999901E0,-2.370000035E-1,2.075104960E0
4.553797398E1,-1.790000051E-1,-2.082000017E0,-2.549999952E-1,2.105181719E0
4.554274474E1,-2.099999934E-1,-2.151000023E0,-2.460000068E-1,2.175182084E0
4.554751544E1,-1.829999983E-1,-2.190000057E0,-2.319999933E-1,2.209844621E0
4.555228620E1,-1.850000024E-1,-2.244999886E0,-2.479999959E-1,2.266220088E0
4.555705674E1,-1.729999930E-1,-2.272000074E0,-2.529999912E-1,2.292579842E0
4.556182744E1,-1.889999956E-1,-2.299999952E0,-2.709999979E-1,2.323609644E0
4.556659798E1,-1.620000005E-1,-2.325999975E0,-2.540000081E-1,2.345428722E0
4.557136874E1,-1.620000005E-1,-2.380000114E0,-2.560000122E-1,2.399204150E0
4.557613944E1,-1.630000025E-1,-2.380000114E0,-2.599999905E-1,2.399701969E0
4.558091020E1,-1.780000031E-1,-2.407999992E0,-2.630000114E-1,2.428850957E0
4.558568074E1,-1.630000025E-1,-2.434000015E0,-2.469999939E-1,2.451924565E0
4.559045144E1,-1.480000019E-1,-2.447000027E0,-2.479999959E-1,2.463983995E0
4.559522220E1,-1.480000019E-1,-2.460999966E0,-2.639999986E-1,2.479540448E0
4.559999274E1,-1.199999973E-1,-2.474999905E0,-2.529999912E-1,2.490789739E0
4.560476343E1,-1.340000033E-1,-2.500000000E0,-2.610000074E-1,2.517156532E0
4.560953420E1,-1.449999958E-1,-2.486999989E0,-2.469999939E-1,2.503438223E0
4.561430474E1,-1.299999952E-1,-2.486999989E0,-2.630000114E-1,2.504243987E0
4.561907543E1,-1.280000061E-1,-2.473000050E0,-2.639999986E-1,2.490343198E0
4.562384620E1,-1.140000001E-1,-2.444000006E0,-2.450000048E-1,2.458893456E0
4.562861674E1,-1.369999945E-1,-2.444000006E0,-2.430000007E-1,2.459868701E0
4.563338743E1,-1.209999993E-1,-2.430000067E0,-2.569999993E-1,2.446546612E0
4.563815818E1,-1.169999987E-1,-2.403000116E0,-2.419999987E-1,2.417987295E0
4.564292873E1,-1.159999967E-1,-2.388000011E0,-2.360000014E-1,2.402435442E0
4.564769942E1,-8.299999684E-2,-2.359999895E0,-2.329999954E-1,2.372925937E0
4.565246996E1,-7.900000364E-2,-2.332999945E0,-2.579999864E-1,2.348551412E0
4.565724072E1,-6.100000069E-2,-2.290999889E0,-2.290000021E-1,2.303224369E0
4.566201142E1,-8.699999750E-2,-2.263000011E0,-1.969999969E-1,2.273223933E0
4.566678220E1,-6.700000167E-2,-2.234999895E0,-2.060000002E-1,2.245473120E0
4.567155274E1,-8.799999952E-2,-2.180000067E0,-2.020000070E-1,2.191106637E0
4.567632343E1,-5.499999970E-2,-2.138999939E0,-1.979999989E-1,2.148848468E0
4.568109420E1,-6.800000370E-2,-2.082999945E0,-1.790000051E-1,2.091782439E0
4.568586474E1,-4.699999839E-2,-2.042000055E0,-1.739999950E-1,2.049938834E0
4.569063543E1,-3.900000080E-2,-2.000999928E0,-1.550000012E-1,2.007373087E0
4.569540618E1,-3.200000152E-2,-1.917999983E0,-1.360000074E-1,1.923081885E0
4.570017673E1,-4.500000179E-2,-1.863000035E0,-1.070000008E-1,1.866612743E0
4.570494742E1,-2.199999988E-2,-1.807999969E0,-1.010000035E-1,1.810952481E0
4.570971817E1,-2.700000070E-2,-1.725999951E0,-1.080000028E-1,1.729586318E0
4.571448871E1,8.000000380E-3,-1.671000004E0,-8.900000155E-2,1.673387586E0
4.571925940E1,6.000000052E-3,-1.575000048E0,-7.500000298E-2,1.576796166E0
4.572403016E1,1.600000076E-2,-1.532999992E0,-6.800000370E-2,1.534590817E0
4.572880071E1,3.999999911E-2,-1.465000033E0,-6.100000069E-2,1.466814950E0
4.573357140E1,6.400000304E-2,-1.396000028E0,-4.100000113E-2,1.398067623E0
4.573834217E1,4.699999839E-2,-1.314000010E0,-1.799999923E-2,1.314963508E0
4.574311271E1,8.500000089E-2,-1.231999993E0,-2.400000021E-2,1.235161926E0
4.574788340E1,8.200000226E-2,-1.162999988E0,-1.799999923E-2,1.166026145E0
4.575265393E1,7.999999821E-2,-1.080999970E0,2.000000095E-3,1.083957995E0
4.575742469E1,1.000000015E-1,-9.990000129E-1,-2.000000095E-3,1.003994535E0
4.576219546E1,9.700000286E-2,-9.029999971E-1,1.700000092E-2,9.083540034E-1
4.576696617E1,1.500000060E-1,-8.209999800E-1,9.999999776E-3,8.346502075E-1
4.577173671E1,1.480000019E-1,-7.260000110E-1,3.099999949E-2,7.415800809E-1
4.577650748E1,1.500000060E-1,-6.570000052E-1,3.599999845E-2,6.748666598E-1
4.578127817E1,1.749999970E-1,-5.479999781E-1,1.600000076E-2,5.754867287E-1
4.578604871E1,1.860000044E-1,-4.519999921E-1,3.599999845E-2,4.900979437E-1
4.579081940E1,1.840000004E-1,-3.700000048E-1,2.899999917E-2,4.142426869E-1
4.579559017E1,1.840000004E-1,-3.019999862E-1,4.699999839E-2,3.567477984E-1
4.580036071E1,2.070000023E-1,-2.070000023E-1,2.600000054E-2,2.938945421E-1
4.580513140E1,2.319999933E-1,-1.379999965E-1,3.299999982E-2,2.719503556E-1
4.580990218E1,2.300000042E-1,-5.600000173E-2,5.400000140E-2,2.428003342E-1
4.581467272E1,2.119999975E-1,5.200000107E-2,5.700000003E-2,2.256036326E-1
4.581944342E1,2.210000008E-1,1.340000033E-1,5.000000075E-2,2.632432361E-1
4.582421419E1,2.450000048E-1,2.290000021E-1,7.000000030E-2,3.425872201E-1
4.582898473E1,2.419999987E-1,3.109999895E-1,6.400000304E-2,3.992254917E-1
4.583375542E1,2.349999994E-1,4.059999883E-1,7.800000161E-2,4.755470434E-1
4.583852619E1,2.569999993E-1,4.880000055E-1,8.500000089E-2,5.580483896E-1
4.584329673E1,2.529999912E-1,5.569999814E-1,9.200000018E-2,6.186452738E-1
4.584806750E1,2.479999959E-1,6.520000100E-1,9.899999946E-2,7.045629929E-1
4.585283820E1,2.399999946E-1,7.340000272E-1,9.799999744E-2,7.784343497E-1
4.585760874E1,2.329999954E-1,8.019999862E-1,9.099999815E-2,8.401035504E-1
4.586237951E1,2.689999938E-1,8.970000148E-1,7.000000030E-2,9.390793487E-1
4.586715020E1,2.639999986E-1,9.520000219E-1,1.049999967E-1,9.934913388E-1
4.587192074E1,2.649999857E-1,1.019999981E0,1.030000001E-1,1.058883352E0
4.587669151E1,2.300000042E-1,1.101999998E0,1.089999974E-1,1.131010609E0
4.588146222E1,2.520000041E-1,1.184000015E0,1.159999967E-1,1.216065803E0
4.588623276E1,2.319999933E-1,1.266000032E0,1.230000034E-1,1.292945892E0
4.589100353E1,2.339999974E-1,1.320000052E0,1.070000008E-1,1.344843908E0
4.589577419E1,2.529999912E-1,1.388000011E0,1.120000035E-1,1.415308104E0
4.590054473E1,2.469999939E-1,1.455999970E0,1.330000013E-1,1.482779117E0
4.590531550E1,2.529999912E-1,1.511000037E0,1.400000006E-1,1.538418054E0
4.591008619E1,2.529999912E-1,1.578999996E0,1.220000014E-1,1.603787387E0
4.591485672E1,2.300000042E-1,1.605999947E0,1.270000041E-1,1.627349020E0
4.591962742E1,2.500000000E-1,1.674000025E0,1.340000033E-1,1.697861032E0
4.592439818E1,2.290000021E-1,1.715000033E0,1.410000026E-1,1.735957118E0
4.592916873E1,2.290000021E-1,1.756000042E0,1.469999999E-1,1.776959805E0
4.593393949E1,2.329999954E-1,1.797000051E0,1.529999971E-1,1.818490357E0
4.593871021E1,2.520000041E-1,1.851999998E0,1.589999944E-1,1.875816887E0
4.594348097E1,2.569999993E-1,1.865000010E0,1.650000066E-1,1.889841008E0
4.594825151E1,2.169999927E-1,1.906000018E0,1.570000052E-1,1.924727011E0
4.595302219E1,2.339999974E-1,1.932999969E0,1.480000019E-1,1.952728572E0
4.595779273E1,2.249999940E-1,1.960999966E0,1.539999992E-1,1.979864102E0
4.596256350E1,2.290000021E-1,1.988000035E0,1.739999950E-1,2.008696378E0
4.596733419E1,2.150000036E-1,2.000999928E0,1.640000045E-1,2.019188380E0
4.597210473E1,2.179999948E-1,2.015000105E0,1.550000012E-1,2.032676664E0
4.597687550E1,2.220000029E-1,2.015000105E0,1.469999999E-1,2.032515295E0
4.598164620E1,2.399999946E-1,2.029000044E0,1.659999937E-1,2.049877356E0
4.598641674E1,2.240000069E-1,2.042000055E0,1.570000052E-1,2.060240091E0
4.599118750E1,2.119999975E-1,2.029000044E0,1.609999985E-1,2.046388569E0
4.599595821E1,2.160000056E-1,2.042000055E0,1.659999937E-1,2.060091315E0
4.600072875E1,2.189999968E-1,2.029000044E0,1.720000058E-1,2.048020063E0
4.600549952E1,2.039999962E-1,2.042000055E0,1.620000005E-1,2.058549058E0
4.601027023E1,1.920000017E-1,2.029000044E0,1.519999951E-1,2.043724340E0
4.601504076E1,1.819999963E-1,2.002000093E0,1.580000073E-1,2.016455399E0
4.601981153E1,1.979999989E-1,2.002000093E0,1.630000025E-1,2.018360071E0
4.602458221E1,1.969999969E-1,1.947000027E0,1.550000012E-1,1.963069816E0
4.602935297E1,1.979999989E-1,1.932999969E0,1.449999958E-1,1.948516840E0
4.603412352E1,2.280000001E-1,1.906000018E0,1.509999931E-1,1.925518389E0
4.603889419E1,1.899999976E-1,1.865000010E0,1.299999952E-1,1.879155404E0
4.604366496E1,2.020000070E-1,1.824000001E0,1.369999945E-1,1.840257864E0
4.604843550E1,2.020000070E-1,1.797000051E0,1.280000061E-1,1.812842295E0
4.605320620E1,2.039999962E-1,1.743000031E0,1.480000019E-1,1.761127226E0
4.605797696E1,2.060000002E-1,1.715999961E0,1.689999998E-1,1.736563522E0
4.606274751E1,2.039999962E-1,1.661000013E0,1.609999985E-1,1.681207317E0
4.606751820E1,1.899999976E-1,1.620000005E0,1.669999957E-1,1.639630755E0
4.607228896E1,2.049999982E-1,1.565999985E0,1.599999964E-1,1.587444787E0
4.607705950E1,1.920000017E-1,1.511000037E0,1.809999943E-1,1.533866393E0
4.608183018E1,1.909999996E-1,1.429000020E0,1.739999950E-1,1.452170119E0
4.608660072E1,1.899999976E-1,1.375000000E0,1.800000072E-1,1.399687466E0
4.609137149E1,2.039999962E-1,1.292999983E0,2.150000036E-1,1.326533059E0
4.609614220E1,2.049999982E-1,1.238999963E0,2.090000063E-1,1.273117006E0
4.610091274E1,1.770000011E-1,1.171000004E0,2.140000015E-1,1.203480789E0
4.610568350E1,1.630000025E-1,1.075000048E0,2.070000023E-1,1.106816653E0
4.611045425E1,1.630000025E-1,1.034000039E0,2.280000001E-1,1.071311851E0
4.611522495E1,1.770000011E-1,9.660000205E-1,2.370000035E-1,1.010274241E0
4.611999549E1,1.759999990E-1,8.840000033E-1,2.280000001E-1,9.297397516E-1
4.612476627E1,1.609999985E-1,8.029999733E-1,2.479999959E-1,8.557066989E-1
4.612953697E1,1.749999970E-1,7.210000157E-1,2.560000122E-1,7.848579667E-1
4.613430750E1,1.609999985E-1,6.259999871E-1,2.639999986E-1,6.982069769E-1
4.613907821E1,1.630000025E-1,5.299999714E-1,2.800000012E-1,6.211835245E-1
4.614384897E1,1.609999985E-1,4.620000124E-1,2.860000134E-1,5.667107010E-1
4.614861952E1,1.609999985E-1,3.529999852E-1,3.079999983E-1,4.953725750E-1
4.615339022E1,1.749999970E-1,2.980000079E-1,3.160000145E-1,4.682787768E-1
4.615816099E1,1.630000025E-1,2.029999942E-1,3.149999976E-1,4.086600016E-1
4.616293153E1,1.609999985E-1,1.350000054E-1,3.339999914E-1,3.945909214E-1
4.616770221E1,1.609999985E-1,5.299999937E-2,3.409999907E-1,3.808030897E-1
4.617247298E1,1.879999936E-1,-5.499999970E-2,3.479999900E-1,3.993406949E-1
4.617724352E1,1.630000025E-1,-1.230000034E-1,3.330000043E-1,3.906238658E-1
4.618201421E1,1.609999985E-1,-2.179999948E-1,3.639999926E-1,4.538072188E-1
4.618678498E1,1.739999950E-1,-3.000000119E-1,3.569999933E-1,4.977198013E-1
4.619155552E1,1.729999930E-1,-4.090000093E-1,3.759999871E-1,5.818814273E-1
4.619632630E1,1.749999970E-1,-4.909999967E-1,3.459999859E-1,6.256372639E-1
4.620109700E1,1.860000044E-1,-5.860000253E-1,3.619999886E-1,7.134676047E-1
4.620586753E1,1.710000038E-1,-6.819999814E-1,3.810000122E-1,7.997036859E-1
4.621063829E1,1.969999969E-1,-7.500000000E-1,3.849999905E-1,8.657563118E-1
4.621540898E1,1.589999944E-1,-8.050000072E-1,3.659999967E-1,8.984776053E-1
4.622017952E1,1.700000018E-1,-9.269999862E-1,3.680000007E-1,1.011757370E0
4.622495028E1,1.679999977E-1,-9.950000048E-1,3.709999919E-1,1.075123250E0
4.622972097E1,1.529999971E-1,-1.049999952E0,3.740000129E-1,1.125071068E0
4.623449151E1,1.430000067E-1,-1.159000039E0,3.549999893E-1,1.220555236E0
4.623926224E1,1.529999971E-1,-1.226999998E0,3.409999907E-1,1.282660901E0
4.624403294E1,1.650000066E-1,-1.309000015E0,3.569999933E-1,1.366804681E0
4.624880348E1,1.620000005E-1,-1.391000032E0,3.449999988E-1,1.442272543E0
4.625357423E1,1.519999951E-1,-1.473000050E0,3.269999921E-1,1.516496666E0
4.625834492E1,1.480000019E-1,-1.541000009E0,3.260000050E-1,1.582043309E0
4.626311546E1,1.449999958E-1,-1.595000029E0,3.260000050E-1,1.634419191E0
4.626788616E1,1.689999998E-1,-1.690999985E0,3.269999921E-1,1.730598435E0
4.627265693E1,1.340000033E-1,-1.745000005E0,3.100000024E-1,1.777380381E0
4.627742747E1,1.289999932E-1,-1.814000010E0,3.079999983E-1,1.844478527E0
4.628219823E1,1.529999971E-1,-1.868000031E0,3.070000112E-1,1.899231982E0
4.628696892E1,1.360000074E-1,-1.922999978E0,3.070000112E-1,1.952094753E0
4.629173946E1,1.270000041E-1,-1.963999987E0,3.160000145E-1,1.993309047E0
4.629651020E1,1.630000025E-1,-2.046000004E0,2.860000134E-1,2.072312965E0
4.630128089E1,1.589999944E-1,-2.099999905E0,2.980000079E-1,2.126989563E0
4.630605143E1,1.410000026E-1,-2.141000032E0,3.100000024E-1,2.167916544E0
4.631082220E1,1.439999938E-1,-2.181999922E0,2.930000126E-1,2.206288436E0
4.631559289E1,1.250000000E-1,-2.236999989E0,2.890000045E-1,2.259051781E0
4.632036343E1,1.199999973E-1,-2.250999928E0,3.000000119E-1,2.274071389E0
4.632513418E1,1.140000001E-1,-2.292000055E0,2.840000093E-1,2.312339996E0
4.632990488E1,8.100000024E-2,-2.319999933E0,2.800000012E-1,2.338238801E0
4.633467542E1,1.019999981E-1,-2.332999945E0,2.750000060E-1,2.351365081E0
4.633944618E1,8.200000226E-2,-2.374000072E0,2.709999979E-1,2.390824407E0
4.634421688E1,6.199999899E-2,-2.401999950E0,2.800000012E-1,2.419059272E0
4.634898741E1,4.399999976E-2,-2.415999889E0,2.630000114E-1,2.430670786E0
4.635375819E1,5.200000107E-2,-2.430000067E0,2.560000122E-1,2.444000886E0
4.635852888E1,3.200000152E-2,-2.444000006E0,2.509999871E-1,2.457063496E0
4.636329942E1,3.900000080E-2,-2.444000006E0,2.450000048E-1,2.456558982E0
4.636807020E1,2.199999988E-2,-2.444000006E0,2.280000001E-1,2.454710579E0
4.637284090E1,1.600000076E-2,-2.444999933E0,2.199999988E-1,2.454929871E0
4.637761144E1,2.300000004E-2,-2.459000111E0,1.979999989E-1,2.467065979E0
4.638238220E1,3.000000026E-3,-2.444999933E0,1.899999976E-1,2.452373070E0
4.638715289E1,1.400000043E-2,-2.431999922E0,1.749999970E-1,2.438328243E0
4.639192343E1,-4.000000190E-3,-2.418999910E0,1.659999937E-1,2.424692262E0
4.639669419E1,2.000000095E-3,-2.405999899E0,1.430000067E-1,2.410246567E0
4.640146488E1,8.999999613E-3,-2.392999887E0,1.330000013E-1,2.396709924E0
4.640623565E1,7.000000216E-3,-2.365999937E0,1.199999973E-1,2.369051435E0
4.641100621E1,1.400000043E-2,-2.338999987E0,9.600000083E-2,2.341011093E0
4.641577690E1,-4.999999888E-3,-2.299000025E0,9.899999946E-2,2.301136049E0
4.642054766E1,-1.200000010E-2,-2.272000074E0,7.400000095E-2,2.273236534E0
4.642531821E1,-1.400000043E-2,-2.244999886E0,5.000000075E-2,2.245600251E0
4.643008890E1,-6.000000052E-3,-2.190999985E0,2.500000037E-2,2.191150824E0
4.643485967E1,-2.700000070E-2,-2.164999962E0,1.400000043E-2,2.165213577E0
4.643963022E1,-6.199999899E-2,-2.124000072E0,-9.999999776E-3,2.124928306E0
4.644440091E1,-3.500000015E-2,-2.069999933E0,-2.999999933E-2,2.070513155E0
4.644917168E1,-6.899999827E-2,-2.043999910E0,-4.100000113E-2,2.045575135E0
4.645394223E1,-9.000000358E-2,-1.949000001E0,-5.299999937E-2,1.951796609E0
4.645871292E1,-7.000000030E-2,-1.909000039E0,-9.200000018E-2,1.912497098E0
4.646348368E1,-6.899999827E-2,-1.853999972E0,-9.399999678E-2,1.857663289E0
4.646825426E1,-1.169999987E-1,-1.786999941E0,-1.180000007E-1,1.794709388E0
4.647302495E1,-1.239999980E-1,-1.733000040E0,-1.430000067E-1,1.743305521E0
4.647779549E1,-1.449999958E-1,-1.651999950E0,-1.679999977E-1,1.666839175E0
4.648256627E1,-1.400000006E-1,-1.583999991E0,-1.529999971E-1,1.597518379E0
4.648733704E1,-1.599999964E-1,-1.516000032E0,-1.620000005E-1,1.533003619E0
4.649210773E1,-1.529999971E-1,-1.449000001E0,-1.720000058E-1,1.467172111E0
4.649687826E1,-1.469999999E-1,-1.368000031E0,-1.819999963E-1,1.387860613E0
4.650164903E1,-1.550000012E-1,-1.286000013E0,-1.909999996E-1,1.309313574E0
4.650641972E1,-1.469999999E-1,-1.205000043E0,-1.860000044E-1,1.228100202E0
4.651119028E1,-1.679999977E-1,-1.138000011E0,-1.949999928E-1,1.166744626E0
4.651596105E1,-1.749999970E-1,-1.070000052E0,-2.049999982E-1,1.103426532E0
4.652073174E1,-1.560000032E-1,-9.610000253E-1,-1.860000044E-1,9.911876973E-1
4.652550229E1,-1.749999970E-1,-8.799999952E-1,-2.070000023E-1,9.208007339E-1
4.653027298E1,-1.829999983E-1,-7.990000248E-1,-2.020000070E-1,8.442120835E-1
4.653504375E1,-2.039999962E-1,-7.310000062E-1,-1.969999969E-1,7.840829078E-1
4.653981429E1,-1.959999949E-1,-6.489999890E-1,-2.049999982E-1,7.082668869E-1
4.654458498E1,-1.889999956E-1,-5.820000172E-1,-2.119999975E-1,6.476025149E-1
4.654935575E1,-2.230000049E-1,-4.600000083E-1,-2.199999988E-1,5.565330263E-1
4.655412650E1,-2.440000027E-1,-3.790000081E-1,-2.290000021E-1,5.055867962E-1
4.655889696E1,-2.230000049E-1,-2.960000038E-1,-2.220000029E-1,4.320057936E-1
4.656366773E1,-2.419999987E-1,-2.020000070E-1,-2.419999987E-1,3.974065948E-1
4.656843852E1,-2.489999980E-1,-1.340000033E-1,-2.370000035E-1,3.689525735E-1
4.657320898E1,-2.840000093E-1,-2.600000054E-2,-2.450000048E-1,3.759747434E-1
4.657797975E1,-2.469999939E-1,6.899999827E-2,-2.380000055E-1,3.498771204E-1
4.658275028E1,-2.669999897E-1,1.500000060E-1,-2.440000027E-1,3.915673603E-1
4.658752104E1,-2.739999890E-1,2.450000048E-1,-2.660000026E-1,4.537146655E-1
4.659229174E1,-2.809999883E-1,3.120000064E-1,-2.879999876E-1,5.091649932E-1
4.659706224E1,-2.829999924E-1,3.950000107E-1,-2.649999857E-1,5.534789938E-1
4.660183301E1,-3.009999990E-1,4.900000095E-1,-2.720000148E-1,6.361485808E-1
4.660660370E1,-2.809999883E-1,5.569999814E-1,-2.930000126E-1,6.892452250E-1
4.661137423E1,-3.009999990E-1,6.240000129E-1,-3.009999990E-1,7.553661463E-1
4.661614500E1,-3.019999862E-1,7.340000272E-1,-2.779999971E-1,8.409780199E-1
4.662091569E1,-3.059999943E-1,8.019999862E-1,-2.980000079E-1,9.086495359E-1
4.662568624E1,-2.989999950E-1,8.690000176E-1,-3.330000043E-1,9.774717543E-1
4.663045701E1,-3.190000057E-1,9.499999881E-1,-3.269999921E-1,1.054129962E0
4.663522770E1,-3.070000112E-1,1.019999981E0,-3.019999862E-1,1.107182442E0
4.663999824E1,-3.109999895E-1,1.087000012E0,-3.350000083E-1,1.179201012E0
4.664476901E1,-3.170000017E-1,1.154999971E0,-3.289999962E-1,1.242076863E0
4.664953970E1,-3.240000010E-1,1.222000003E0,-3.499999940E-1,1.311777421E0
4.665431025E1,-3.109999895E-1,1.291000009E0,-3.490000069E-1,1.373026955E0
4.665908102E1,-3.019999862E-1,1.345000029E0,-3.260000050E-1,1.416511586E0
4.666385172E1,-3.089999855E-1,1.399000049E0,-3.470000029E-1,1.474140810E0
4.666862249E1,-3.289999962E-1,1.452999949E0,-3.540000021E-1,1.531262829E0
4.667339303E1,-3.289999962E-1,1.536000013E0,-3.389999866E-1,1.607002809E0
4.667816372E1,-3.070000112E-1,1.562999964E0,-3.569999933E-1,1.632380743E0
4.668293447E1,-3.129999936E-1,1.616999984E0,-3.770000041E-1,1.689611478E0
4.668770501E1,-3.610000014E-1,1.669999957E0,-3.840000033E-1,1.751192982E0
